ID;Titulo;Entidad;Tipo;Estados;Solicitante-Solicitante;Categoria;Asignado_a-Tecnico;Asignado_a-Grupo_tecnico;Prioridad;Fecha_de_apertura;Ultima_modificacion;Fecha_de_resolucion;Fecha_de_cierre;Soluciones-Tipo_de_solucion;ActualTime-Campos_adicionales-Promocion;Casos_vinculados_-_Numero_de_casos_hijos;Tiempo_en_resolver;Estadisticas_-_Tiempo_de_resolucion;Duracion_total;Tiempo_para_tomar_excedido;Tiempo_en_aduenarse;Estadisticas_-_Tiempo_de_espera;Descripcion;Urgencia;Impacto;Tiempo_en_resolver_+_Progreso;Ubicacion;SLA_-_SLA_Tiempo_en_resolver;Tiempo_para_resolver_excedido;SLA_-_SLA_Tiempo_en_aduenarse;Tiempo_interno_de_atencion_excedido;Estadisticas_-_Tiempo_de_cierre;Encuesta_de_Satisfaccion_-_Tipo;Encuesta_de_Satisfaccion_-_Fecha_de_creacion;Encuesta_de_Satisfaccion_-_Fecha_de_respuesta;Encuesta_de_Satisfaccion_-_Satisfaccion;Encuesta_de_Satisfaccion_-_Comentarios
81 660;La impresora no permite imprimir ningun documento;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-4;Aplicaciones > RMS > Formatos de Impresión > Error de impresión de ticket descuadrado o pequeño;Mónica Garcia;Nivel 1 - MDA;Media;14/07/2025 17:54;14/07/2025 21:08;14/07/2025 20:44;;;;0;15/07/2025 15:54;2 horas 49 minutos;0 segundos;No;14/07/2025 18:09;0 segundos;"se informa que la impresora no permite imprimir boletas ni factura para entrega al cliente.

Se encuentra desconfigurada.";Media;Media;15/07/2025 15:54;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 653;CAMBIO DE METODO DE PAGO;Lindcorp > Aruma;Incidente;Resuelto;Tienda aru-7;Aplicaciones > IZIPAY > Forma de Pago Izipay > Cambiar forma de pago Cash a Izipay; Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 17:32;14/07/2025 21:05;14/07/2025 21:05;;;;0;15/07/2025 19:03;2minutos;0 segundos;No;14/07/2025 17:47;3 horas 30 minutos;"Buenas tardes.

Su apoyo con el cambio de medio de pago.

de soles a izipay .

B090-00044378

monto 14.90";Media;Media;15/07/2025 19:03;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 650;PAGO DE QR NO FIGURA EN RMS;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-5;Aplicaciones > IZIPAY > QR Billetera > No figura consumo QR Plin en RMS; Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 17:14;14/07/2025 21:03;14/07/2025 17:27;;;;0;15/07/2025 15:14;12minutos;0 segundos;No;14/07/2025 17:29;0 segundos;"Buenas tardes, su apoyo por favor el día de ayer el cliente hizo el pago con QR de Yape cuando ya se había deshabilitado, y no se pudo generar la boleta.

Adjunto yape y detallado de izipay";Media;Media;15/07/2025 15:14;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 610;IZIPAY CAJA 2;Lindcorp > Aruma;Incidente;Resuelto;Tienda aru-8;Aplicaciones > IZIPAY > Reportes Izipay > Error en cierre de Lote; Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 14:18;14/07/2025 20:50;14/07/2025 16:12;;;;0;15/07/2025 12:18;1 horas 53 minutos;0 segundos;No;14/07/2025 14:33;0 segundos;"Buenas tardes,

Su apoyo con el equipo de la caja y izipay ya que no se puede cerrar el lote desde el día de ayer.

Se envía evidencia por interno.

 

Saludos cordiales.";Media;Media;15/07/2025 12:18;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 598;CAMBIO METODO DE PAGO, DE CASH A IZIPAY;Lindcorp > Aruma;Incidente;Resuelto;Tienda aru-9;Aplicaciones > IZIPAY > Forma de Pago Izipay > Cambiar forma de pago Cash a Izipay; Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 13:38;14/07/2025 20:46;14/07/2025 13:40;;;;0;15/07/2025 11:38;1minuto;0 segundos;No;14/07/2025 13:53;0 segundos;Buenas tardes, por favor su apoyo con el cambio de método de pago de cash a izipay, ya que el qr se deshabilitó y ya se había realizado el pago con QR. con monto de S/ 69.80.;Media;Media;15/07/2025 11:38;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 597;ERROR EN POS ESPACION INSUFICIENTE;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-6;Soporte Hardware > All in One / Cpu Tienda > Mensaje de Disco Lleno;Lorenso Lusquiños;Nivel 1 - MDA;Alta;14/07/2025 13:25;14/07/2025 20:46;14/07/2025 17:12;;;;0;14/07/2025 19:25;3 horas 46 minutos;0 segundos;No;14/07/2025 13:40;0 segundos;Buen día su apoyo revisando ambas maquinas que se cierran a cada rato indicando espacio insuficiente ya se ha reiniciado varias veces y seguimos con el mismo problema ;Media;Media;14/07/2025 19:25;;SLA Incidente Solucion Alto;No;SLA Incidente Atencion Alto;No;0 segundos;;;;;
81 688;CAMBIO DE CAHS Y IZIPEY BOLETA B062-00162230;Lindcorp > Aruma;Incidente;Resuelto;Tienda aru-10;Aplicaciones > IZIPAY > Forma de Pago Izipay > Cambiar forma de pago Cash a Izipay;Mónica Garcia;Nivel 1 - MDA;Media;14/07/2025 20:12;14/07/2025 20:46;14/07/2025 20:46;;;;0;15/07/2025 18:12;33minutos;0 segundos;No;14/07/2025 20:27;0 segundos;BUENAS NOCHES SE SOLICITA CAMBIO DE CAHS Y IZIPEY BOLETA B062-00162230;Media;Media;15/07/2025 18:12;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 665;OPCIÓN QR NO FIGURA EN POS;Lindcorp > Aruma;Incidente;Cerrado;Tienda aru-11;Aplicaciones > IZIPAY > QR Billetera > No se encuentra opción QR habilitada;Mónica Garcia;Nivel 1 - MDA;Media;14/07/2025 18:02;14/07/2025 20:21;14/07/2025 19:37;14/07/2025 20:21;;;0;15/07/2025 16:02;1 horas 35 minutos;0 segundos;No;14/07/2025 18:17;0 segundos;"OPCIÓN QR NO FIGURA EN POS

CAJA 1";Media;Media;15/07/2025 16:02;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 horas 19 minutos;Encuesta interna;14/07/2025 20:21;;;
81 646;REQUERIMIENTO INSTALACIÓN DISASHOP CAJA 1;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-2;Aplicaciones > Recaudos > Disashop > Errores en aplicación de POS Disashop;Marcos Espilco;Nivel 1 - MDA;Media;14/07/2025 17:01;14/07/2025 20:07;14/07/2025 17:30;;;;0;15/07/2025 15:01;29minutos;0 segundos;No;14/07/2025 17:16;0 segundos;"SE REQUIERE SU APOYO CON LA INSTALACIÓN DE DISASHOP EN LA CAJA 01, YA QUE SE REALIZÓ EL CAMBIO DE PC, LA CUAL EL TECNICO INDICA QUE ESTE APLICATIVO SE DEBE DE GENERAR TICKET PARA QUE LO INSTALEN.

 A LA ESPERA DE SU APOYO.

 ";Media;Media;15/07/2025 15:01;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 643;CAMBIO FORMA DE PAGO;Lindcorp > Tambo;Solicitud;Resuelto;tienda tamb-7;Aplicaciones > RMS > Formas de Pago > Cambiar forma de Pago (distinto a Izipay); Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 16:51;14/07/2025 20:05;14/07/2025 16:57;;;;0;16/07/2025 12:51;5minutos;0 segundos;No;14/07/2025 17:06;0 segundos;Estimados buenas tardes, por favor se solicita realizar el cambio de pago de una nota de crédito de cash a Rappi.;Media;Media;16/07/2025 12:51;;SLA Requerimiento Solucion Medio;No;SLA Requerimiento Atencion Medio;No;0 segundos;;;;;
81 634;PUBLICIDAD NO ACTUALIZADA;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-8;Soporte Hardware > Menuboard > Distribución de contenido Promocional; Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 16:04;14/07/2025 19:51;14/07/2025 16:32;;;;0;15/07/2025 14:04;28minutos;0 segundos;No;14/07/2025 16:19;0 segundos;PRODUCTO DE PANTALLAS MENUBOARD DESACTUALIZADA , ''PA COMPARTIR '' EMPANADAS FIGURAN A 17.90 LO CUAL PASA A 18.90 EN SISTEMA SU APOYO;Media;Media;15/07/2025 14:04;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 617;NO RECARGO LIMAPASS;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-9;Aplicaciones > Recaudos > Limapass > No se generó recarga Limapass (Anulación de Recaudo);Mónica Garcia;Nivel 1 - MDA;Media;14/07/2025 14:56;14/07/2025 19:30;14/07/2025 16:56;;;;0;15/07/2025 12:56;2 horas 0 minutos;0 segundos;No;14/07/2025 15:11;0 segundos;Buenas tardes , solicito de su ayuda para relizar la anulación  de operación de Limapass  relizada el día 13/07/25 con número de ticket 131235 , con numero  de tarjeta  2428401154 con el monto de s/10.00 ;Media;Media;15/07/2025 12:56;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 681;PROMOS DE TV;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-10;Soporte Hardware > Menuboard > Distribución de contenido Promocional;Marcos Espilco;Nivel 1 - MDA;Media;14/07/2025 18:16;14/07/2025 19:07;14/07/2025 19:07;;;;0;15/07/2025 16:16;51minutos;0 segundos;No;14/07/2025 18:31;0 segundos;LAS PROMOS EN LAS TVS  NO ESTAN ACTUALZADAS, (PROMOS PA LLEVAR);Media;Media;15/07/2025 16:16;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 667;Izipay no funciona;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-11;Aplicaciones > IZIPAY > Dispositivo Izipay > Mensaje de Error en dispositivo Izipay;Marcos Espilco;Nivel 1 - MDA;Media;14/07/2025 18:05;14/07/2025 18:51;14/07/2025 18:51;;Solución Nivel 1;;0;15/07/2025 16:05;45minutos;0 segundos;No;14/07/2025 18:20;0 segundos;"IZIPAY NO FUNCIONA, SALE ERROR DE FILE

[570c5ee8-b2d8e96f-68758d44a258c0.09592487]";Media;Media;15/07/2025 16:05;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 571;CONFIGURACION IMPRESION TRANSFERENCIA;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-12;Aplicaciones > RMS > Formatos de Impresión > Error de impresión de ticket descuadrado o pequeño;Mónica Garcia;Nivel 1 - MDA;Media;14/07/2025 11:46;14/07/2025 18:50;14/07/2025 18:50;;;;0;15/07/2025 09:46;7 horas 4 minutos;0 segundos;No;14/07/2025 12:01;0 segundos;Buenos días, por favor, se solicita apoyo para la configuración de impresión para sacar guía de transferencia a otra tienda, está saliendo demasiado chico, está desconfigurado en la caja 2. ;Media;Media;15/07/2025 09:46;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 490;no se puede imprimir boltetas de tinka;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-13;Soporte Hardware > Impresoras Térmicas > Impresora no imprime;Marcos Espilco;Nivel 1 - MDA;Media;13/07/2025 21:00;14/07/2025 18:45;14/07/2025 18:45;;;;0;15/07/2025 16:41;3minutos;0 segundos;No;13/07/2025 21:15;11 horas 41 minutos;"en ambas maquinas no se pueden imprimir las bolteas

 ";Media;Media;15/07/2025 16:41;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 567;COMPUTADORA EN TDA RIVERA C5 - TRUJILLO SE REINICIA;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-14;Soporte Hardware > All in One / Cpu Tienda > Pantalla Azul con un Mensaje de error;Mónica Garcia;Nivel 1 - MDA;Alta;14/07/2025 11:21;14/07/2025 18:23;14/07/2025 18:23;;;;0;14/07/2025 18:58;5 horas 24 minutos;0 segundos;No;14/07/2025 11:36;1 horas 37 minutos;"Buenos días, su apoyo con la Tda Rivera C5 - Trujillo que en estos momentos viene teniendo problemas con la computadora de su caja 1 (se reinicia constantemente) por lo que no puede generar caso debido a no tener internet por el problema mencionado.

Adjunto la foto y su numero de contacto de la tienda para que le den el soporte.

Adm: Diana Chacape

Cel: 908804225";Media;Media;14/07/2025 18:58;;SLA Incidente Solucion Alto;No;SLA Incidente Atencion Alto;No;0 segundos;;;;;
81 609;IMPRESORA LOGIC CONTROLS NO IMPRIME CAJA 2;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-15;Soporte Hardware > Impresoras Térmicas > Impresora no imprime;Mónica Garcia;Nivel 1 - MDA;Media;14/07/2025 14:16;14/07/2025 18:20;14/07/2025 18:20;;;;0;15/07/2025 12:56;3 horas 24 minutos;0 segundos;No;14/07/2025 14:31;40minutos;LA IMPRESORA NO IMPRIME ESTA PRENDIDA PERO NO IMPRIME;Media;Media;15/07/2025 12:56;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 647;INSTALACIÓN DE APLICATIVO GEO VICTORIA CAJA 01;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-2;Equipos Informaticos > Software > Camaras Seguridad > Instalacion Aplicativo;Lorenso Lusquiños;Nivel 1 - MDA;Media;14/07/2025 17:03;14/07/2025 18:03;14/07/2025 17:46;14/07/2025 18:03;;;0;15/07/2025 15:03;42minutos;0 segundos;No;14/07/2025 17:18;0 segundos;"SE SOLICITA SU APOYO CON LA INSTALACIÓN DEL APLICATIVO GEO VICTORIA EN CAJA 01 PARA QUE EL PERSONAL PROCEDA A REALIZAR SUS MARCACIONES.

A LA ESPERA DE SU APOYO.

 ";Media;Media;15/07/2025 15:03;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;59minutos;Encuesta interna;14/07/2025 18:03;;;
81 655;REQUERIMIENTO REVISIÓN SISTEMA RECARGAS LIMAPASS;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-2;Aplicaciones > Recaudos > Limapass > Error en Lectura de Tarjeta;Marcos Espilco;Nivel 1 - MDA;Media;14/07/2025 17:39;14/07/2025 17:49;14/07/2025 17:49;;;;0;15/07/2025 15:39;10minutos;0 segundos;No;14/07/2025 17:54;0 segundos;"SE REQUIERE SU APOYO CON LA  REVISIÓN DEL SISTEMA RECARGAS LIMAPASS, YA QUE NO PERMITE REALIZAR LAS CONSULTAS DE SALDO NI MUCHO MENOS LAS RECARGAS; POR MOTIVO QUE EL DÍA DE HOY SE REALIZÓ EL CAMBIO DE EQUIPO PC DE CAJA 01.";Media;Media;15/07/2025 15:39;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 604;URGENTE - PROBLEMAS EN CAJA 01 Y 02;Lindcorp > Aruma;Incidente;Resuelto;Tienda aru-12;Soporte Hardware > All in One / Cpu Tienda > Lentitud o bajo rendimiento del sistema;Lorenso Lusquiños;Nivel 1 - MDA;Media;14/07/2025 13:57;14/07/2025 17:28;14/07/2025 17:28;;;;0;16/07/2025 09:57;3 horas 30 minutos;0 segundos;No;14/07/2025 14:12;0 segundos;"Buen Dia:
Para informar que el problema persiste, todo esto se ha generado a raíz de la instalación del nuevo software de cámaras, el cual debido a que pesa demasiado ni siquiera nos permite ver grabaciones pasadas ya que dicho aplicativo se cuelga y por ende las DOS MAQUINAS, TANTO LA CAJA 02 COMO LA 01.
POR FAVOR SU APOYO DE MANERA URGENTE ";Media;Media;16/07/2025 09:57;;SLA Requerimiento Solucion Medio;No;SLA Requerimiento Atencion Medio;No;0 segundos;;;;;
81 625;BOLETEO DE PRODUCTOS;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-16;Aplicaciones > IZIPAY > QR Billetera > No figura consumo QR Plin en RMS; Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 15:33;14/07/2025 17:13;14/07/2025 17:12;;;;0;15/07/2025 13:33;1 horas 38 minutos;0 segundos;No;14/07/2025 15:48;0 segundos;"BUEN DIA EL DIA DE HOY SE REALIZO UNA COMPRA POR MEDIO DE PLIN SIN EMBARGO NO GENERO BOLETA SU APOYO PARA REGULARIZAR LA SITUACION A LA BREVEDAD POSIBLE ADJUNTO IMAGEN
N° DE REFERENCIA:1789
MONTO: 24.59

[570c5ee8-b2d8e96f-6875698d1b1441.61780788]";Media;Media;15/07/2025 13:33;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 636;COLOCAR PROMOCIONES EN PANTALLA;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-17;Soporte Hardware > Menuboard > Distribución de contenido Promocional; Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 16:11;14/07/2025 17:05;14/07/2025 17:05;;;;0;15/07/2025 14:14;50minutos;0 segundos;No;14/07/2025 16:26;2minutos;"Buenas tardes estimado,

Se solicita su apoyo mostrando las promociones en el televisor de counter. Son dos pantallas que no muestran las mismas. Adjunto evidencias.

Saludos.";Media;Media;15/07/2025 14:14;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 638;TELEVISION NO MUESTRA PROMOCIONES;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-18;Soporte Hardware > Menuboard > Distribución de contenido Promocional; Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 16:20;14/07/2025 17:03;14/07/2025 16:45;;;;0;15/07/2025 14:20;25minutos;0 segundos;No;14/07/2025 16:35;0 segundos;TELEVISOR NO MUESTRA LAS PROMOCIONES MENUBOARD.;Media;Media;15/07/2025 14:20;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 639;ANULACION DE BOLETA;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-19;Aplicaciones > Recaudos > Limapass > No se generó recarga Limapass (Anulación de Recaudo); Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 16:29;14/07/2025 16:50;14/07/2025 16:50;;;;0;15/07/2025 14:29;21minutos;0 segundos;No;14/07/2025 16:44;0 segundos;"BUENAS TARDES ESTIMADO  SU APOYO POR FAVOR CON LA BOLETA, SALIO EL RECAUDO DE 5 SOLES EN LA BOLETA PERO EN LA TARJETA NO LE LLEGO EL  SALDO.

TICKET N* 134328";Media;Media;15/07/2025 14:29;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 627;CAMBIO DE POSICION DE PC;Lindcorp > Aruma;Solicitud;Resuelto;Tienda aru-13;Tickets Informativos; Cristhian Huamaní;Nivel 1 - MDA;Media;14/07/2025 15:42;14/07/2025 16:27;14/07/2025 16:27;;;;0;16/07/2025 11:42;44minutos;0 segundos;No;14/07/2025 15:57;0 segundos;"Buenas tardes 

Se solicita el cambio de posicion de las PC, pusieron al reves las PC

Saludos Cordiales

Gema Romero";Media;Media;16/07/2025 11:42;;SLA Requerimiento Solucion Medio;No;SLA Requerimiento Atencion Medio;No;0 segundos;;;;;
